task   id   group   session   trial   condition   trialxcondition   gripFreq
PIT   121   control   second   9    CSminus   3   12
PIT   121   control   second   10    BL   4   17
PIT   121   control   second   11    BL   5   12
PIT   121   control   second   12    BL   6   6
PIT   121   control   second   13    CSminus   4   16
PIT   121   control   second   14    CSminus   5   11
PIT   121   control   second   15    CSminus   6   15
PIT   121   control   second   16    CSplus   4   5
PIT   121   control   second   17    CSplus   5   4
PIT   121   control   second   18    CSplus   6   6
PIT   121   control   second   19    BL   7   7
PIT   121   control   second   20    BL   8   15
PIT   121   control   second   21    BL   9   10
PIT   121   control   second   22    CSplus   7   19
PIT   121   control   second   23    CSplus   8   13
PIT   121   control   second   24    CSplus   9   10
PIT   121   control   second   25    CSminus   7   8
PIT   121   control   second   26    CSminus   8   5
PIT   121   control   second   27    CSminus   9   4
PIT   121   control   second   28    CSplus   10   4
PIT   121   control   second   29    CSplus   11   3
PIT   121   control   second   30    CSplus   12   5
PIT   121   control   second   31    CSminus   10   1
PIT   121   control   second   32    CSminus   11   12
PIT   121   control   second   33    CSminus   12   11
PIT   121   control   second   34    BL   10   10
PIT   121   control   second   35    BL   11   12
PIT   121   control   second   36    BL   12   19
PIT   121   control   second   37    CSplus   13   1
PIT   121   control   second   38    CSplus   14   9
PIT   121   control   second   39    CSplus   15   12
PIT   121   control   second   40    CSminus   13   4
PIT   121   control   second   41    CSminus   14   4
PIT   121   control   second   42    CSminus   15   1
PIT   121   control   second   43    BL   13   10
PIT   121   control   second   44    BL   14   1
PIT   121   control   second   45    BL   15   6
PIT   122   control   second   1    BL   1   29
PIT   122   control   second   2    BL   2   33
PIT   122   control   second   3    BL   3   39
PIT   122   control   second   4    CSplus   1   31
PIT   122   control   second   5    CSplus   2   30
PIT   122   control   second   6    CSplus   3   25
PIT   122   control   second   7    CSminus   1   27
PIT   122   control   second   8    CSminus   2   26
PIT   122   control   second   9    CSminus   3   25
PIT   122   control   second   10    BL   4   28
PIT   122   control   second   11    BL   5   30
PIT   122   control   second   12    BL   6   28
PIT   122   control   second   13    CSplus   4   25
PIT   122   control   second   14    CSplus   5   27
PIT   122   control   second   15    CSplus   6   28
PIT   122   control   second   16    CSminus   4   24
PIT   122   control   second   17    CSminus   5   25
PIT   122   control   second   18    CSminus   6   22
PIT   122   control   second   19    BL   7   28
PIT   122   control   second   20    BL   8   20
PIT   122   control   second   21    BL   9   26
PIT   122   control   second   22    CSminus   7   26
PIT   122   control   second   23    CSminus   8   12
PIT   122   control   second   24    CSminus   9   12
PIT   122   control   second   25    CSplus   7   12
PIT   122   control   second   26    CSplus   8   6
PIT   122   control   second   27    CSplus   9   4
PIT   122   control   second   28    BL   10   1
PIT   122   control   second   29    BL   11   2
PIT   122   control   second   30    BL   12   0
PIT   122   control   second   31    CSplus   10   0
PIT   122   control   second   32    CSplus   11   5
PIT   122   control   second   33    CSplus   12   1
PIT   122   control   second   34    CSminus   10   0
PIT   122   control   second   35    CSminus   11   0
PIT   122   control   second   36    CSminus   12   0
PIT   122   control   second   37    CSplus   13   0
PIT   122   control   second   38    CSplus   14   0
PIT   122   control   second   39    CSplus   15   0
PIT   122   control   second   40    BL   13   0
PIT   122   control   second   41    BL   14   0
PIT   122   control   second   42    BL   15   0
PIT   122   control   second   43    CSminus   13   0
PIT   122   control   second   44    CSminus   14   0
PIT   122   control   second   45    CSminus   15   0
PIT   123   control   second   1    BL   1   17
PIT   123   control   second   2    BL   2   17
PIT   123   control   second   3    BL   3   19
PIT   123   control   second   4    CSminus   1   19
PIT   123   control   second   5    CSminus   2   17
PIT   123   control   second   6    CSminus   3   15
PIT   123   control   second   7    CSplus   1   17
PIT   123   control   second   8    CSplus   2   17
PIT   123   control   second   9    CSplus   3   20
PIT   123   control   second   10    CSminus   4   19
PIT   123   control   second   11    CSminus   5   18
PIT   123   control   second   12    CSminus   6   20
PIT   123   control   second   13    BL   4   19
PIT   123   control   second   14    BL   5   21
PIT   123   control   second   15    BL   6   20
PIT   123   control   second   16    CSplus   4   16
PIT   123   control   second   17    CSplus   5   17
PIT   123   control   second   18    CSplus   6   18
PIT   123   control   second   19    CSplus   7   12
PIT   123   control   second   20    CSplus   8   18
PIT   123   control   second   21    CSplus   9   20
PIT   123   control   second   22    CSminus   7   11
PIT   123   control   second   23    CSminus   8   20
PIT   123   control   second   24    CSminus   9   18
PIT   123   control   second   25    BL   7   21
PIT   123   control   second   26    BL   8   17
PIT   123   control   second   27    BL   9   22
PIT   123   control   second   28    CSplus   10   18
PIT   123   control   second   29    CSplus   11   20
PIT   123   control   second   30    CSplus   12   18
PIT   123   control   second   31    BL   10   21
PIT   123   control   second   32    BL   11   22
PIT   123   control   second   33    BL   12   20
PIT   123   control   second   34    CSminus   10   19
PIT   123   control   second   35    CSminus   11   22
PIT   123   control   second   36    CSminus   12   20
PIT   123   control   second   37    CSminus   13   15
PIT   123   control   second   38    CSminus   14   20
PIT   123   control   second   39    CSminus   15   20
PIT   123   control   second   40    BL   13   22
PIT   123   control   second   41    BL   14   21
PIT   123   control   second   42    BL   15   22
PIT   123   control   second   43    CSplus   13   19
PIT   123   control   second   44    CSplus   14   24
PIT   123   control   second   45    CSplus   15   22
PIT   124   control   second   1    CSminus   1   14
PIT   124   control   second   2    CSminus   2   12
PIT   124   control   second   3    CSminus   3   14
PIT   124   control   second   4    BL   1   11
PIT   124   control   second   5    BL   2   12
PIT   124   control   second   6    BL   3   15
PIT   124   control   second   7    CSplus   1   19
PIT   124   control   second   8    CSplus   2   18
PIT   124   control   second   9    CSplus   3   22
PIT   124   control   second   10    CSminus   4   6
PIT   124   control   second   11    CSminus   5   10
PIT   124   control   second   12    CSminus   6   14
PIT   124   control   second   13    CSplus   4   20
PIT   124   control   second   14    CSplus   5   19
PIT   124   control   second   15    CSplus   6   20
PIT   124   control   second   16    BL   4   21
PIT   124   control   second   17    BL   5   17
PIT   124   control   second   18    BL   6   16
PIT   124   control   second   19    CSminus   7   8
PIT   124   control   second   20    CSminus   8   2
PIT   124   control   second   21    CSminus   9   0
PIT   124   control   second   22    BL   7   0
PIT   124   control   second   23    BL   8   5
PIT   124   control   second   24    BL   9   12
PIT   124   control   second   25    CSplus   7   15
PIT   124   control   second   26    CSplus   8   18
PIT   124   control   second   27    CSplus   9   21
PIT   124   control   second   28    CSminus   10   6
PIT   124   control   second   29    CSminus   11   7
PIT   124   control   second   30    CSminus   12   6
PIT   124   control   second   31    CSplus   10   18
PIT   124   control   second   32    CSplus   11   19
PIT   124   control   second   33    CSplus   12   22
PIT   124   control   second   34    BL   10   12
PIT   124   control   second   35    BL   11   10
PIT   124   control   second   36    BL   12   7
PIT   124   control   second   37    CSminus   13   7
PIT   124   control   second   38    CSminus   14   10
PIT   124   control   second   39    CSminus   15   7
PIT   124   control   second   40    BL   13   5
PIT   124   control   second   41    BL   14   7
PIT   124   control   second   42    BL   15   7
PIT   124   control   second   43    CSplus   13   19
PIT   124   control   second   44    CSplus   14   20
PIT   124   control   second   45    CSplus   15   23
PIT   125   control   second   1    BL   1   10
PIT   125   control   second   2    BL   2   8
PIT   125   control   second   3    BL   3   7
PIT   125   control   second   4    CSminus   1   5
PIT   125   control   second   5    CSminus   2   0
PIT   125   control   second   6    CSminus   3   4
PIT   125   control   second   7    CSplus   1   3
PIT   125   control   second   8    CSplus   2   4
PIT   125   control   second   9    CSplus   3   9
PIT   125   control   second   10    CSplus   4   7
PIT   125   control   second   11    CSplus   5   7
PIT   125   control   second   12    CSplus   6   7
PIT   125   control   second   13    CSminus   4   6
PIT   125   control   second   14    CSminus   5   6
PIT   125   control   second   15    CSminus   6   2
PIT   125   control   second   16    BL   4   3
PIT   125   control   second   17    BL   5   0
PIT   125   control   second   18    BL   6   0
PIT   125   control   second   19    CSminus   7   5
PIT   125   control   second   20    CSminus   8   6
PIT   125   control   second   21    CSminus   9   3
PIT   125   control   second   22    BL   7   1
PIT   125   control   second   23    BL   8   2
PIT   125   control   second   24    BL   9   2
PIT   125   control   second   25    CSplus   7   5
PIT   125   control   second   26    CSplus   8   2
PIT   125   control   second   27    CSplus   9   2
PIT   125   control   second   28    CSplus   10   2
PIT   125   control   second   29    CSplus   11   3
PIT   125   control   second   30    CSplus   12   1
PIT   125   control   second   31    CSminus   10   9
PIT   125   control   second   32    CSminus   11   12
PIT   125   control   second   33    CSminus   12   11
PIT   125   control   second   34    BL   10   0
PIT   125   control   second   35    BL   11   0
PIT   125   control   second   36    BL   12   0
PIT   125   control   second   37    CSminus   13   9
PIT   125   control   second   38    CSminus   14   4
PIT   125   control   second   39    CSminus   15   5
PIT   125   control   second   40    BL   13   0
PIT   125   control   second   41    BL   14   0
PIT   125   control   second   42    BL   15   0
PIT   125   control   second   43    CSplus   13   0
PIT   125   control   second   44    CSplus   14   0
PIT   125   control   second   45    CSplus   15   0
PIT   126   control   second   1    BL   1   4
PIT   126   control   second   2    BL   2   10
PIT   126   control   second   3    BL   3   18
PIT   126   control   second   4    CSplus   1   16
PIT   126   control   second   5    CSplus   2   19
PIT   126   control   second   6    CSplus   3   20
PIT   126   control   second   7    CSminus   1   22
PIT   126   control   second   8    CSminus   2   20
PIT   126   control   second   9    CSminus   3   20
PIT   126   control   second   10    CSplus   4   20
PIT   126   control   second   11    CSplus   5   20
PIT   126   control   second   12    CSplus   6   20
PIT   126   control   second   13    CSminus   4   21
PIT   126   control   second   14    CSminus   5   22
PIT   126   control   second   15    CSminus   6   23
PIT   126   control   second   16    BL   4   24
PIT   126   control   second   17    BL   5   22
PIT   126   control   second   18    BL   6   22
PIT   126   control   second   19    CSminus   7   20
PIT   126   control   second   20    CSminus   8   21
PIT   126   control   second   21    CSminus   9   17
PIT   126   control   second   22    CSplus   7   15
PIT   126   control   second   23    CSplus   8   15
PIT   126   control   second   24    CSplus   9   17
PIT   126   control   second   25    BL   7   19
PIT   126   control   second   26    BL   8   19
PIT   126   control   second   27    BL   9   21
PIT   126   control   second   28    CSplus   10   20
PIT   126   control   second   29    CSplus   11   20
PIT   126   control   second   30    CSplus   12   22
PIT   126   control   second   31    BL   10   22
PIT   126   control   second   32    BL   11   22
PIT   126   control   second   33    BL   12   21
PIT   126   control   second   34    CSminus   10   21
PIT   126   control   second   35    CSminus   11   22
PIT   126   control   second   36    CSminus   12   24
PIT   126   control   second   37    CSminus   13   23
PIT   126   control   second   38    CSminus   14   22
PIT   126   control   second   39    CSminus   15   24
PIT   126   control   second   40    CSplus   13   25
PIT   126   control   second   41    CSplus   14   25
PIT   126   control   second   42    CSplus   15   22
PIT   126   control   second   43    BL   13   20
PIT   126   control   second   44    BL   14   26
PIT   126   control   second   45    BL   15   22
PIT   127   control   second   1    CSplus   1   24
PIT   127   control   second   2    CSplus   2   26
PIT   127   control   second   3    CSplus   3   27
PIT   127   control   second   4    BL   1   27
PIT   127   control   second   5    BL   2   26
PIT   127   control   second   6    BL   3   27
PIT   127   control   second   7    CSminus   1   25
PIT   127   control   second   8    CSminus   2   24
PIT   127   control   second   9    CSminus   3   25
PIT   127   control   second   10    CSplus   4   27
PIT   127   control   second   11    CSplus   5   27
PIT   127   control   second   12    CSplus   6   28
PIT   127   control   second   13    CSminus   4   26
PIT   127   control   second   14    CSminus   5   25
PIT   127   control   second   15    CSminus   6   26
PIT   127   control   second   16    BL   4   22
PIT   127   control   second   17    BL   5   24
PIT   127   control   second   18    BL   6   25
PIT   127   control   second   19    CSminus   7   24
PIT   127   control   second   20    CSminus   8   22
PIT   127   control   second   21    CSminus   9   23
PIT   127   control   second   22    BL   7   25
PIT   127   control   second   23    BL   8   26
PIT   127   control   second   24    BL   9   24
PIT   127   control   second   25    CSplus   7   25
PIT   127   control   second   26    CSplus   8   26
PIT   127   control   second   27    CSplus   9   26
PIT   127   control   second   28    BL   10   26
PIT   127   control   second   29    BL   11   26
PIT   127   control   second   30    BL   12   25
PIT   127   control   second   31    CSplus   10   26
PIT   127   control   second   32    CSplus   11   25
PIT   127   control   second   33    CSplus   12   26
PIT   127   control   second   34    CSminus   10   23
PIT   127   control   second   35    CSminus   11   25
PIT   127   control   second   36    CSminus   12   23
PIT   127   control   second   37    CSminus   13   27
PIT   127   control   second   38    CSminus   14   26
PIT   127   control   second   39    CSminus   15   27
PIT   127   control   second   40    BL   13   27
PIT   127   control   second   41    BL   14   27
PIT   127   control   second   42    BL   15   27
PIT   127   control   second   43    CSplus   13   28
PIT   127   control   second   44    CSplus   14   29
PIT   127   control   second   45    CSplus   15   22
PIT   128   control   second   1    CSminus   1   2
PIT   128   control   second   2    CSminus   2   1
PIT   128   control   second   3    CSminus   3   1
PIT   128   control   second   4    CSplus   1   1
PIT   128   control   second   5    CSplus   2   5
PIT   128   control   second   6    CSplus   3   1
PIT   128   control   second   7    BL   1   2
PIT   128   control   second   8    BL   2   3
PIT   128   control   second   9    BL   3   5
PIT   128   control   second   10    CSplus   4   5
PIT   128   control   second   11    CSplus   5   4
PIT   128   control   second   12    CSplus   6   8
PIT   128   control   second   13    BL   4   12
PIT   128   control   second   14    BL   5   11
PIT   128   control   second   15    BL   6   10
PIT   128   control   second   16    CSminus   4   9
PIT   128   control   second   17    CSminus   5   9
PIT   128   control   second   18    CSminus   6   8
PIT   128   control   second   19    CSminus   7   0
PIT   128   control   second   20    CSminus   8   9
PIT   128   control   second   21    CSminus   9   11
PIT   128   control   second   22    BL   7   5
PIT   128   control   second   23    BL   8   6
PIT   128   control   second   24    BL   9   1
PIT   128   control   second   25    CSplus   7   1
PIT   128   control   second   26    CSplus   8   6
PIT   128   control   second   27    CSplus   9   1
PIT   128   control   second   28    BL   10   0
PIT   128   control   second   29    BL   11   2
PIT   128   control   second   30    BL   12   1
PIT   128   control   second   31    CSplus   10   1
PIT   128   control   second   32    CSplus   11   2
PIT   128   control   second   33    CSplus   12   1
PIT   128   control   second   34    CSminus   10   0
PIT   128   control   second   35    CSminus   11   1
PIT   128   control   second   36    CSminus   12   2
PIT   128   control   second   37    CSplus   13   4
PIT   128   control   second   38    CSplus   14   1
PIT   128   control   second   39    CSplus   15   1
PIT   128   control   second   40    CSminus   13   2
PIT   128   control   second   41    CSminus   14   3
PIT   128   control   second   42    CSminus   15   1
PIT   128   control   second   43    BL   13   4
PIT   128   control   second   44    BL   14   3
PIT   128   control   second   45    BL   15   2
PIT   129   control   second   1    CSminus   1   5
PIT   129   control   second   2    CSminus   2   7
PIT   129   control   second   3    CSminus   3   5
PIT   129   control   second   4    CSplus   1   4
PIT   129   control   second   5    CSplus   2   8
PIT   129   control   second   6    CSplus   3   3
PIT   129   control   second   7    BL   1   2
PIT   129   control   second   8    BL   2   3
PIT   129   control   second   9    BL   3   3
PIT   129   control   second   10    CSplus   4   3
PIT   129   control   second   11    CSplus   5   1
PIT   129   control   second   12    CSplus   6   1
PIT   129   control   second   13    BL   4   3
PIT   129   control   second   14    BL   5   3
PIT   129   control   second   15    BL   6   2
PIT   129   control   second   16    CSminus   4   2
PIT   129   control   second   17    CSminus   5   3
PIT   129   control   second   18    CSminus   6   3
PIT   129   control   second   19    CSminus   7   0
PIT   129   control   second   20    CSminus   8   2
PIT   129   control   second   21    CSminus   9   1
PIT   129   control   second   22    CSplus   7   1
PIT   129   control   second   23    CSplus   8   0
PIT   129   control   second   24    CSplus   9   2
PIT   129   control   second   25    BL   7   0
PIT   129   control   second   26    BL   8   1
PIT   129   control   second   27    BL   9   5
PIT   129   control   second   28    CSminus   10   1
PIT   129   control   second   29    CSminus   11   2
PIT   129   control   second   30    CSminus   12   1
PIT   129   control   second   31    BL   10   1
PIT   129   control   second   32    BL   11   1
PIT   129   control   second   33    BL   12   1
PIT   129   control   second   34    CSplus   10   3
PIT   129   control   second   35    CSplus   11   2
PIT   129   control   second   36    CSplus   12   1
PIT   129   control   second   37    CSminus   13   1
PIT   129   control   second   38    CSminus   14   1
PIT   129   control   second   39    CSminus   15   1
PIT   129   control   second   40    CSplus   13   1
PIT   129   control   second   41    CSplus   14   2
PIT   129   control   second   42    CSplus   15   2
PIT   129   control   second   43    BL   13   1
PIT   129   control   second   44    BL   14   1
PIT   129   control   second   45    BL   15   2
PIT   130   control   second   1    CSminus   1   1
PIT   130   control   second   2    CSminus   2   34
PIT   130   control   second   3    CSminus   3   31
PIT   130   control   second   4    CSplus   1   41
PIT   130   control   second   5    CSplus   2   39
PIT   130   control   second   6    CSplus   3   36
PIT   130   control   second   7    BL   1   19
PIT   130   control   second   8    BL   2   8
PIT   130   control   second   9    BL   3   11
PIT   130   control   second   10    CSminus   4   12
PIT   130   control   second   11    CSminus   5   13
PIT   130   control   second   12    CSminus   6   12
PIT   130   control   second   13    BL   4   13
PIT   130   control   second   14    BL   5   11
PIT   130   control   second   15    BL   6   13
PIT   130   control   second   16    CSplus   4   41
PIT   130   control   second   17    CSplus   5   42
PIT   130   control   second   18    CSplus   6   34
PIT   130   control   second   19    CSplus   7   25
PIT   130   control   second   20    CSplus   8   30
PIT   130   control   second   21    CSplus   9   26
PIT   130   control   second   22    BL   7   25
PIT   130   control   second   23    BL   8   23
PIT   130   control   second   24    BL   9   16
PIT   130   control   second   25    CSminus   7   8
PIT   130   control   second   26    CSminus   8   12
PIT   130   control   second   27    CSminus   9   16
PIT   130   control   second   28    CSplus   10   46
PIT   130   control   second   29    CSplus   11   46
PIT   130   control   second   30    CSplus   12   40
PIT   130   control   second   31    BL   10   19
PIT   130   control   second   32    BL   11   23
PIT   130   control   second   33    BL   12   6
PIT   130   control   second   34    CSminus   10   4
PIT   130   control   second   35    CSminus   11   9
PIT   130   control   second   36    CSminus   12   4
PIT   130   control   second   37    CSminus   13   5
PIT   130   control   second   38    CSminus   14   5
PIT   130   control   second   39    CSminus   15   6
PIT   130   control   second   40    CSplus   13   40
PIT   130   control   second   41    CSplus   14   30
PIT   130   control   second   42    CSplus   15   31
PIT   130   control   second   43    BL   13   9
PIT   130   control   second   44    BL   14   10
PIT   130   control   second   45    BL   15   5
PIT   131   control   second   1    CSplus   1   16
PIT   131   control   second   2    CSplus   2   21
PIT   131   control   second   3    CSplus   3   25
PIT   131   control   second   4    CSminus   1   28
PIT   131   control   second   5    CSminus   2   26
PIT   131   control   second   6    CSminus   3   27
PIT   131   control   second   7    BL   1   22
PIT   131   control   second   8    BL   2   21
PIT   131   control   second   9    BL   3   24
PIT   131   control   second   10    CSplus   4   21
PIT   131   control   second   11    CSplus   5   21
PIT   131   control   second   12    CSplus   6   23
PIT   131   control   second   13    BL   4   20
PIT   131   control   second   14    BL   5   22
PIT   131   control   second   15    BL   6   22
PIT   131   control   second   16    CSminus   4   26
PIT   131   control   second   17    CSminus   5   21
PIT   131   control   second   18    CSminus   6   25
PIT   131   control   second   19    CSminus   7   26
PIT   131   control   second   20    CSminus   8   20
PIT   131   control   second   21    CSminus   9   20
PIT   131   control   second   22    BL   7   21
PIT   131   control   second   23    BL   8   21
PIT   131   control   second   24    BL   9   23
PIT   131   control   second   25    CSplus   7   23
PIT   131   control   second   26    CSplus   8   22
PIT   131   control   second   27    CSplus   9   22
PIT   131   control   second   28    CSplus   10   23
PIT   131   control   second   29    CSplus   11   25
PIT   131   control   second   30    CSplus   12   27
PIT   131   control   second   31    CSminus   10   21
PIT   131   control   second   32    CSminus   11   22
PIT   131   control   second   33    CSminus   12   21
PIT   131   control   second   34    BL   10   24
PIT   131   control   second   35    BL   11   21
PIT   131   control   second   36    BL   12   22
PIT   131   control   second   37    CSplus   13   23
PIT   131   control   second   38    CSplus   14   23
PIT   131   control   second   39    CSplus   15   23
PIT   131   control   second   40    CSminus   13   25
PIT   131   control   second   41    CSminus   14   30
PIT   131   control   second   42    CSminus   15   29
PIT   131   control   second   43    BL   13   23
PIT   131   control   second   44    BL   14   18
PIT   131   control   second   45    BL   15   24
PIT   132   control   second   1    CSplus   1   12
PIT   132   control   second   2    CSplus   2   15
PIT   132   control   second   3    CSplus   3   17
PIT   132   control   second   4    BL   1   19
PIT   132   control   second   5    BL   2   19
PIT   132   control   second   6    BL   3   19
PIT   132   control   second   7    CSminus   1   19
PIT   132   control   second   8    CSminus   2   20
PIT   132   control   second   9    CSminus   3   21
PIT   132   control   second   10    BL   4   20
PIT   132   control   second   11    BL   5   20
PIT   132   control   second   12    BL   6   21
PIT   132   control   second   13    CSplus   4   21
PIT   132   control   second   14    CSplus   5   21
PIT   132   control   second   15    CSplus   6   21
PIT   132   control   second   16    CSminus   4   20
PIT   132   control   second   17    CSminus   5   22
PIT   132   control   second   18    CSminus   6   21
PIT   132   control   second   19    CSminus   7   23
PIT   132   control   second   20    CSminus   8   22
PIT   132   control   second   21    CSminus   9   22
PIT   132   control   second   22    BL   7   20
PIT   132   control   second   23    BL   8   20
PIT   132   control   second   24    BL   9   18
PIT   132   control   second   25    CSplus   7   23
PIT   132   control   second   26    CSplus   8   24
PIT   132   control   second   27    CSplus   9   17
PIT   132   control   second   28    BL   10   16
PIT   132   control   second   29    BL   11   19
PIT   132   control   second   30    BL   12   14
PIT   132   control   second   31    CSminus   10   24
PIT   132   control   second   32    CSminus   11   20
PIT   132   control   second   33    CSminus   12   21
PIT   132   control   second   34    CSplus   10   26
PIT   132   control   second   35    CSplus   11   25
PIT   132   control   second   36    CSplus   12   24
PIT   132   control   second   37    CSminus   13   16
PIT   132   control   second   38    CSminus   14   23
PIT   132   control   second   39    CSminus   15   22
PIT   132   control   second   40    CSplus   13   17
PIT   132   control   second   41    CSplus   14   18
PIT   132   control   second   42    CSplus   15   20
PIT   132   control   second   43    BL   13   18
PIT   132   control   second   44    BL   14   21
PIT   132   control   second   45    BL   15   21
PIT   133   control   second   1    CSplus   1   3
PIT   133   control   second   2    CSplus   2   7
PIT   133   control   second   3    CSplus   3   6
PIT   133   control   second   4    BL   1   1
PIT   133   control   second   5    BL   2   0
PIT   133   control   second   6    BL   3   0
PIT   133   control   second   7    CSminus   1   2
PIT   133   control   second   8    CSminus   2   1
PIT   133   control   second   9    CSminus   3   0
PIT   133   control   second   10    CSplus   4   19
PIT   133   control   second   11    CSplus   5   14
PIT   133   control   second   12    CSplus   6   16
PIT   133   control   second   13    BL   4   1
PIT   133   control   second   14    BL   5   0
PIT   133   control   second   15    BL   6   0
PIT   133   control   second   16    CSminus   4   1
PIT   133   control   second   17    CSminus   5   1
PIT   133   control   second   18    CSminus   6   0
PIT   133   control   second   19    CSminus   7   0
PIT   133   control   second   20    CSminus   8   0
PIT   133   control   second   21    CSminus   9   1
PIT   133   control   second   22    BL   7   0
PIT   133   control   second   23    BL   8   0
PIT   133   control   second   24    BL   9   1
PIT   133   control   second   25    CSplus   7   6
PIT   133   control   second   26    CSplus   8   6
PIT   133   control   second   27    CSplus   9   4
PIT   133   control   second   28    CSplus   10   5
PIT   133   control   second   29    CSplus   11   15
PIT   133   control   second   30    CSplus   12   4
PIT   133   control   second   31    BL   10   10
PIT   133   control   second   32    BL   11   0
PIT   133   control   second   33    BL   12   0
PIT   133   control   second   34    CSminus   10   16
PIT   133   control   second   35    CSminus   11   11
PIT   133   control   second   36    CSminus   12   1
PIT   133   control   second   37    CSminus   13   0
PIT   133   control   second   38    CSminus   14   0
PIT   133   control   second   39    CSminus   15   1
PIT   133   control   second   40    CSplus   13   5
PIT   133   control   second   41    CSplus   14   5
PIT   133   control   second   42    CSplus   15   1
PIT   133   control   second   43    BL   13   2
PIT   133   control   second   44    BL   14   1
PIT   133   control   second   45    BL   15   1
